Order City,Order State,Order Country,location_str,dest_lat,dest_lon
Maple Grove,Minnesota,Estados Unidos,"Maple Grove, Minnesota, Estados Unidos",45.0984983,-93.4419222
Tete,Tete,Mozambique,"Tete, Tete, Mozambique",-16.1603989,33.5871474
Tekirdag,Tekirdag,Turqu�a,"Tekirdag, Tekirdag, Turqu�a",40.980705,27.508074
Southampton,Inglaterra,Reino Unido,"Southampton, Inglaterra, Reino Unido",50.9025349,-1.404189
Springdale,Arkansas,Estados Unidos,"Springdale, Arkansas, Estados Unidos",36.1867442,-94.1288142
Bayonne,Nueva Jersey,Estados Unidos,"Bayonne, Nueva Jersey, Estados Unidos",40.6687141,-74.1143091
Manfredonia,Apulia,Italia,"Manfredonia, Apulia, Italia",41.6254728,15.9095926
Pocatello,Idaho,Estados Unidos,"Pocatello, Idaho, Estados Unidos",42.8620287,-112.450627
Matsumoto,Nagano,Jap�n,"Matsumoto, Nagano, Jap�n",36.238594,137.725341
Sogamoso,Boyac�,Colombia,"Sogamoso, Boyac�, Colombia",5.7148307,-72.9279328
Taraz,Zhambyl,Kazajist�n,"Taraz, Zhambyl, Kazajist�n",42.9,71.36667
Saint-Chamond,Auvernia-R�dano-Alpes,Francia,"Saint-Chamond, Auvernia-R�dano-Alpes, Francia",45.4723695,4.5170182
Lugoj,Timis,Rumania,"Lugoj, Timis, Rumania",45.6862542,21.9063162
Lins,S�o Paulo,Brasil,"Lins, S�o Paulo, Brasil",-23.595637449999998,-46.739375800000005
Stolberg,Renania del Norte-Westfalia,Alemania,"Stolberg, Renania del Norte-Westfalia, Alemania",50.7702908,6.2295504
Thornton,Colorado,Estados Unidos,"Thornton, Colorado, Estados Unidos",39.8695516,-104.985181
Disuq,Kafr el Sheij,Egipto,"Disuq, Kafr el Sheij, Egipto",31.128233,30.646198
Hiratsuka,Kanagawa,Jap�n,"Hiratsuka, Kanagawa, Jap�n",35.352045,139.321261
La Madeleine,Norte-Paso de Calais-Picard�a,Francia,"La Madeleine, Norte-Paso de Calais-Picard�a, Francia",,
Shagamu,Ogun,Nigeria,"Shagamu, Ogun, Nigeria",6.8477165,3.6440551
Carvin,Norte-Paso de Calais-Picard�a,Francia,"Carvin, Norte-Paso de Calais-Picard�a, Francia",,
Shushtar,Juzest�n,Ir�n,"Shushtar, Juzest�n, Ir�n",32.0455,48.8567
Urbandale,Iowa,Estados Unidos,"Urbandale, Iowa, Estados Unidos",41.6274511,-93.7380243
San Luis,San Luis,Argentina,"San Luis, San Luis, Argentina",-33.3020736,-66.3369577
Hamme,Flanders Oriental,B�lgica,"Hamme, Flanders Oriental, B�lgica",53.2191593,8.867242
Al Hudayda,Al Hudayda,Yemen,"Al Hudayda, Al Hudayda, Yemen",14.7978677,42.9544872
Molfetta,Apulia,Italia,"Molfetta, Apulia, Italia",41.1992456,16.5968279
Matadi,Bajo Congo,Rep�blica Democr�tica del Congo,"Matadi, Bajo Congo, Rep�blica Democr�tica del Congo",-5.79949,13.44068
Savona,Liguria,Italia,"Savona, Liguria, Italia",44.3080251,8.4810315
Mallawi,Menia,Egipto,"Mallawi, Menia, Egipto",27.731944,30.8411109
Quilmes,Buenos Aires (provincia),Argentina,"Quilmes, Buenos Aires (provincia), Argentina",-34.7303025,-58.268868
Linyi,Shandong,China,"Linyi, Shandong, China",35.1032403,118.3506988
Pompano Beach,Florida,Estados Unidos,"Pompano Beach, Florida, Estados Unidos",26.2378597,-80.1247667
Deyang,Sichuan,China,"Deyang, Sichuan, China",31.1244028,104.39013
Oakville,Ontario,Canada,"Oakville, Ontario, Canada",43.447436,-79.666672
Plaisir,Isla de Francia,Francia,"Plaisir, Isla de Francia, Francia",48.817399,1.9476363
Sargodha,Punyab,Pakist�n,"Sargodha, Punyab, Pakist�n",32.08535155,72.67917434961666
Dehra Dun,Uttarakhand,India,"Dehra Dun, Uttarakhand, India",30.3255646,78.0436813
Kupang,Nusa Tenggara Oriental,Indonesia,"Kupang, Nusa Tenggara Oriental, Indonesia",0.0853052,116.688911
Umtata,Cabo Oriental,SudAfrica,"Umtata, Cabo Oriental, SudAfrica",-31.589075,28.789145
Manisa,Manisa,Turqu�a,"Manisa, Manisa, Turqu�a",38.620052,27.397315
Gresham,Oreg�n,Estados Unidos,"Gresham, Oreg�n, Estados Unidos",41.028385,-97.401077
Najafabad,Isfah�n,Ir�n,"Najafabad, Isfah�n, Ir�n",32.6344,51.3668
Helmond,Brabante Septentrional,Pa�ses Bajos,"Helmond, Brabante Septentrional, Pa�ses Bajos",51.481034,5.670699
Aksaray,Aksaray,Turqu�a,"Aksaray, Aksaray, Turqu�a",38.366225,34.021041
Bielsko-Biala,Silesia,Polonia,"Bielsko-Biala, Silesia, Polonia",49.822118,19.0448936
Renqiu,Hebei,China,"Renqiu, Hebei, China",38.7063767,116.1062203
Longmont,Colorado,Estados Unidos,"Longmont, Colorado, Estados Unidos",40.1672117,-105.101928
Bagamoyo,Pwani,Tanzania,"Bagamoyo, Pwani, Tanzania",-6.4422075,38.9062189
Catanduva,S�o Paulo,Brasil,"Catanduva, S�o Paulo, Brasil",-23.535539,-46.66075844678548
Acayucan,Veracruz,M�xico,"Acayucan, Veracruz, M�xico",19.173278,-96.133218
Hailin,Heilongjiang,China,"Hailin, Heilongjiang, China",44.5733458,129.3815749
Paraparaumu,Wellington,Nueva Zelanda,"Paraparaumu, Wellington, Nueva Zelanda",-40.9144636,175.0061963
Pueblo,Colorado,Estados Unidos,"Pueblo, Colorado, Estados Unidos",38.263995,-104.6141867
Wafangdian,Liaoning,China,"Wafangdian, Liaoning, China",39.6236752,122.005039
Livingston,Escocia,Reino Unido,"Livingston, Escocia, Reino Unido",55.8829582,-3.5175773
Sanford,Florida,Estados Unidos,"Sanford, Florida, Estados Unidos",28.8117345,-81.2680223
Berck,Norte-Paso de Calais-Picard�a,Francia,"Berck, Norte-Paso de Calais-Picard�a, Francia",,
Orsha,Vitsyebsk,Bielorrusia,"Orsha, Vitsyebsk, Bielorrusia",54.5107734,30.42944
Kristiansand,Vest-Agder,Noruega,"Kristiansand, Vest-Agder, Noruega",58.14615,7.9957333
Kaspiysk,Daguest�n,Rusia,"Kaspiysk, Daguest�n, Rusia",42.881236,47.635182
Moulins,Auvernia,Francia,"Moulins, Auvernia, Francia",46.5660526,3.3331703
Richardson,Texas,Estados Unidos,"Richardson, Texas, Estados Unidos",32.9481789,-96.7297206
Nevsehir,Nevsehir,Turqu�a,"Nevsehir, Nevsehir, Turqu�a",38.626204,34.710857
Yibin,Sichuan,China,"Yibin, Sichuan, China",28.7555245,104.6406023
Northwich,Inglaterra,Reino Unido,"Northwich, Inglaterra, Reino Unido",53.2602539,-2.5145104
Anyang,Gyeonggi,Corea del Sur,"Anyang, Gyeonggi, Corea del Sur",37.3938528,126.9570605
Modena,Emilia-Roma�a,Italia,"Modena, Emilia-Roma�a, Italia",42.5651773,13.659635589626056
Olomouc,Olomouc,Rep�blica Checa,"Olomouc, Olomouc, Rep�blica Checa",49.59359,17.251045
Burlington,Iowa,Estados Unidos,"Burlington, Iowa, Estados Unidos",40.8126922,-91.1020205
Iserlohn,Renania del Norte-Westfalia,Alemania,"Iserlohn, Renania del Norte-Westfalia, Alemania",51.3746778,7.6999713
Zenica,Federaci�n de Bosnia y Herzegovina,Bosnia y Herzegovina,"Zenica, Federaci�n de Bosnia y Herzegovina, Bosnia y Herzegovina",43.31523,17.68383
Tanga,Tanga,Tanzania,"Tanga, Tanga, Tanzania",-5.0721976,39.0993457
Zhangjiakou,Hebei,China,"Zhangjiakou, Hebei, China",40.8171433,114.8782861
Vaulx-en-Velin,Auvernia-R�dano-Alpes,Francia,"Vaulx-en-Velin, Auvernia-R�dano-Alpes, Francia",45.777485999999996,4.933279758256353
C�rtama,Andaluc�a,Espa�a,"C�rtama, Andaluc�a, Espa�a",,
Darlington,Inglaterra,Reino Unido,"Darlington, Inglaterra, Reino Unido",54.5242081,-1.5555812
G�nzburg,Bavaria,Alemania,"G�nzburg, Bavaria, Alemania",,
Noda,Chiba,Jap�n,"Noda, Chiba, Jap�n",35.42723,140.01326
Norwich,Connecticut,Estados Unidos,"Norwich, Connecticut, Estados Unidos",41.5243537,-72.0759008
Kaiserslautern,Renania-Palatinado,Alemania,"Kaiserslautern, Renania-Palatinado, Alemania",49.439283,7.760953
Shaoxing,Zhejiang,China,"Shaoxing, Zhejiang, China",29.9992425,120.576854
Belleville,Nueva Jersey,Estados Unidos,"Belleville, Nueva Jersey, Estados Unidos",40.7937116,-74.1501438
Trebisonda,Trebisonda,Turqu�a,"Trebisonda, Trebisonda, Turqu�a",44.49329,11.3477
Kindu,Maniema,Rep�blica Democr�tica del Congo,"Kindu, Maniema, Rep�blica Democr�tica del Congo",-2.94373,25.92237
Ras al Khaymah,Ras al-Jaima,Emiratos �rabes Unidos,"Ras al Khaymah, Ras al-Jaima, Emiratos �rabes Unidos",24.633903,46.711392
Thomasville,Carolina del Norte,Estados Unidos,"Thomasville, Carolina del Norte, Estados Unidos",35.8831786,-80.081817
Matola,Maputo,Mozambique,"Matola, Maputo, Mozambique",-25.966917,32.466956
Iskenderun,Hatay,Turqu�a,"Iskenderun, Hatay, Turqu�a",36.58718,36.17347
Huambo,Huambo,Angola,"Huambo, Huambo, Angola",-12.7772455,15.7346713
Barreiras,Bah�a,Brasil,"Barreiras, Bah�a, Brasil",,
Kawasaki,Fukuoka,Jap�n,"Kawasaki, Fukuoka, Jap�n",33.59993,130.81495
Ipswich,Inglaterra,Reino Unido,"Ipswich, Inglaterra, Reino Unido",52.0579324,1.1528095
Santa Maria,California,Estados Unidos,"Santa Maria, California, Estados Unidos",34.9531295,-120.435857
Punta Arenas,Magallanes y Ant�rtica Chilena,Chile,"Punta Arenas, Magallanes y Ant�rtica Chilena, Chile",-53.139681,-70.889569
Medford,Oreg�n,Estados Unidos,"Medford, Oreg�n, Estados Unidos",42.42436,-71.108086
Barletta,Apulia,Italia,"Barletta, Apulia, Italia",41.3214976,16.2868696
Floridablanca,Santander,Colombia,"Floridablanca, Santander, Colombia",7.0625677,-73.0859086
Hillsboro,Oreg�n,Estados Unidos,"Hillsboro, Oreg�n, Estados Unidos",39.204454,-83.610771
Kassel,Hesse,Alemania,"Kassel, Hesse, Alemania",51.3157833,9.4978479
Vallauris,Provenza-Alpes-Costa Azul,Francia,"Vallauris, Provenza-Alpes-Costa Azul, Francia",43.5761001,7.05859
Highland Park,Illinois,Estados Unidos,"Highland Park, Illinois, Estados Unidos",42.1836719,-87.7993245
Lormont,Aquitania-Lemos�n-Poitou-Charentes,Francia,"Lormont, Aquitania-Lemos�n-Poitou-Charentes, Francia",44.87947,-0.515894
Hebi,Henan,China,"Hebi, Henan, China",35.7494986,114.2912899
Yushu,Jilin,China,"Yushu, Jilin, China",44.8381222,126.5271463
Agde,Languedoc-Rosell�n-Mediod�a-Pirineos,Francia,"Agde, Languedoc-Rosell�n-Mediod�a-Pirineos, Francia",46.213656,4.313338
Bug�a,Bug�a,Argelia,"Bug�a, Bug�a, Argelia",,
Tremblay-en-France,Isla de Francia,Francia,"Tremblay-en-France, Isla de Francia, Francia",48.9802035,2.5589558
Southport,Inglaterra,Reino Unido,"Southport, Inglaterra, Reino Unido",53.6487421,-3.0044972
Bratsk,Irkutsk,Rusia,"Bratsk, Irkutsk, Rusia",56.1325,101.61417
Rheine,Renania del Norte-Westfalia,Alemania,"Rheine, Renania del Norte-Westfalia, Alemania",52.2797707,7.4373615
L�bano,Tennessee,Estados Unidos,"L�bano, Tennessee, Estados Unidos",35.804461599999996,-83.0907228113926
Stockport,Inglaterra,Reino Unido,"Stockport, Inglaterra, Reino Unido",53.407901,-2.160243
Westland,Michigan,Estados Unidos,"Westland, Michigan, Estados Unidos",42.3238056,-83.4005321
Maastricht,Limburgo,Pa�ses Bajos,"Maastricht, Limburgo, Pa�ses Bajos",50.850165,5.69251
Epworth,Harare,Zimbabue,"Epworth, Harare, Zimbabue",-17.8877361,31.156797
Divin�polis,Minas Gerais,Brasil,"Divin�polis, Minas Gerais, Brasil",,
Cumbernauld,Escocia,Reino Unido,"Cumbernauld, Escocia, Reino Unido",55.9477764,-3.9882568
New Brunswick,Nueva Jersey,Estados Unidos,"New Brunswick, Nueva Jersey, Estados Unidos",40.4951365,-74.4439254
Gap,Provenza-Alpes-Costa Azul,Francia,"Gap, Provenza-Alpes-Costa Azul, Francia",44.5612032,6.0820639
Ziguinchor,Ziguinchor,Senegal,"Ziguinchor, Ziguinchor, Senegal",12.5634929,-16.2724609
Annecy-le-Vieux,Auvernia-R�dano-Alpes,Francia,"Annecy-le-Vieux, Auvernia-R�dano-Alpes, Francia",45.9232071,6.174934509863274
Waiblingen,Baden-Wurtemberg,Alemania,"Waiblingen, Baden-Wurtemberg, Alemania",48.8908081,10.0548356
Huddinge,Estocolmo,Suecia,"Huddinge, Estocolmo, Suecia",59.2293827,17.9748815
Toledo,Paran�,Brasil,"Toledo, Paran�, Brasil",-24.726759,-53.739696
Afyon,Afyonkarahisar,Turqu�a,"Afyon, Afyonkarahisar, Turqu�a",38.757341,30.540587
Aix-les-Bains,Auvernia-R�dano-Alpes,Francia,"Aix-les-Bains, Auvernia-R�dano-Alpes, Francia",45.688138,5.9089276
Uvinza,Kigoma,Tanzania,"Uvinza, Kigoma, Tanzania",-5.1027081,30.3878909
Salavat,Bashkortost�n,Rusia,"Salavat, Bashkortost�n, Rusia",54.945659750000004,60.827653252706696
Palo Negro,Aragua,Venezuela,"Palo Negro, Aragua, Venezuela",10.1630257,-67.5534347
Greifswald,Mecklemburgo-Pomerania Occidental,Alemania,"Greifswald, Mecklemburgo-Pomerania Occidental, Alemania",54.095791,13.3815238
Enschede,Overijssel,Pa�ses Bajos,"Enschede, Overijssel, Pa�ses Bajos",52.237419,6.8387936
Sioux Falls,Dakota del Sur,Estados Unidos,"Sioux Falls, Dakota del Sur, Estados Unidos",43.5476008,-96.7293629
Stralsund,Mecklemburgo-Pomerania Occidental,Alemania,"Stralsund, Mecklemburgo-Pomerania Occidental, Alemania",54.3096314,13.0820846
Ambon,Maluku,Indonesia,"Ambon, Maluku, Indonesia",-3.6959434,128.178785
Toamasina,Atsinanana,Madagascar,"Toamasina, Atsinanana, Madagascar",-18.1553985,49.4098352
Marion,Iowa,Estados Unidos,"Marion, Iowa, Estados Unidos",42.0329753,-91.5987335
Gagny,Isla de Francia,Francia,"Gagny, Isla de Francia, Francia",48.8853743,2.5358323
Langfang,Hebei,China,"Langfang, Hebei, China",39.5302055,116.6926134
La Crau,Provenza-Alpes-Costa Azul,Francia,"La Crau, Provenza-Alpes-Costa Azul, Francia",43.1497034,6.0737053
Xiantao,Hubei,China,"Xiantao, Hubei, China",30.364029,113.4486702
Haguenau,Alsacia-Champa�a-Ardenas-Lorena,Francia,"Haguenau, Alsacia-Champa�a-Ardenas-Lorena, Francia",48.811,7.783272
Halesowen,Inglaterra,Reino Unido,"Halesowen, Inglaterra, Reino Unido",52.4492074,-2.0514646
Goussainville,Isla de Francia,Francia,"Goussainville, Isla de Francia, Francia",49.0323168,2.4733628
Kidderminster,Inglaterra,Reino Unido,"Kidderminster, Inglaterra, Reino Unido",52.381604,-2.250916
Orihuela,Valenciana,Espa�a,"Orihuela, Valenciana, Espa�a",38.082111,-0.946934
Yuma,Arizona,Estados Unidos,"Yuma, Arizona, Estados Unidos",32.723268,-114.6179954
Maubeuge,Norte-Paso de Calais-Picard�a,Francia,"Maubeuge, Norte-Paso de Calais-Picard�a, Francia",,
Melun,Isla de Francia,Francia,"Melun, Isla de Francia, Francia",48.539927,2.6608169
Bowling Green,Ohio,Estados Unidos,"Bowling Green, Ohio, Estados Unidos",41.3747744,-83.6513229
Xingtai,Hebei,China,"Xingtai, Hebei, China",37.0616519,114.499746
Lorient,Breta�a,Francia,"Lorient, Breta�a, Francia",47.750565,-3.377392
Gandia,Valenciana,Espa�a,"Gandia, Valenciana, Espa�a",38.972187,-0.17942
Shahjahanpur,Uttar Pradesh,India,"Shahjahanpur, Uttar Pradesh, India",30.0518404,77.368006
Sallanches,Auvernia-R�dano-Alpes,Francia,"Sallanches, Auvernia-R�dano-Alpes, Francia",45.961057499999995,6.628728199999999
Bergen op Zoom,Brabante Septentrional,Pa�ses Bajos,"Bergen op Zoom, Brabante Septentrional, Pa�ses Bajos",51.515505,5.353093
High Wycombe,Inglaterra,Reino Unido,"High Wycombe, Inglaterra, Reino Unido",51.6317449,-0.75596
Asiut,Asiut,Egipto,"Asiut, Asiut, Egipto",27.1832822,31.1853836
Kawagoe,Saitama,Jap�n,"Kawagoe, Saitama, Jap�n",35.929967,139.490283
Bandar-e Anzali,Guil�n,Ir�n,"Bandar-e Anzali, Guil�n, Ir�n",26.55792,54.88067
Morogoro,Morogoro,Tanzania,"Morogoro, Morogoro, Tanzania",-6.8161626,37.6693891
Chico,California,Estados Unidos,"Chico, California, Estados Unidos",39.7284945,-121.8374777
Hilden,Renania del Norte-Westfalia,Alemania,"Hilden, Renania del Norte-Westfalia, Alemania",51.1674417,6.9307271
El Tigre,Anzo�tegui,Venezuela,"El Tigre, Anzo�tegui, Venezuela",8.88752,-64.24544
Wheeling,Illinois,Estados Unidos,"Wheeling, Illinois, Estados Unidos",42.138889,-87.9310944
Malatya,Malatya,Turqu�a,"Malatya, Malatya, Turqu�a",38.35018,38.31667
Baraki,Tipaza,Argelia,"Baraki, Tipaza, Argelia",36.6679961,3.0961318
Chimoio,Manica,Mozambique,"Chimoio, Manica, Mozambique",-19.1437458,33.4780059
Benidorm,Valenciana,Espa�a,"Benidorm, Valenciana, Espa�a",38.542305,-0.127103
Faenza,Emilia-Roma�a,Italia,"Faenza, Emilia-Roma�a, Italia",42.5651773,13.659635589626056
Centurion,Gauteng,SudAfrica,"Centurion, Gauteng, SudAfrica",-25.836389,28.180278
Montfermeil,Isla de Francia,Francia,"Montfermeil, Isla de Francia, Francia",48.8992679,2.5660399
Choisy-le-Roi,Isla de Francia,Francia,"Choisy-le-Roi, Isla de Francia, Francia",48.7630238,2.4093664
Lajeado,Rio Grande do Sul,Brasil,"Lajeado, Rio Grande do Sul, Brasil",-29.4671522,-51.9624046
Parakou,Borgou,Ben�n,"Parakou, Borgou, Ben�n",9.33716,2.63031
Voiron,Auvernia-R�dano-Alpes,Francia,"Voiron, Auvernia-R�dano-Alpes, Francia",45.3639416,5.5947406
Chilly-Mazarin,Isla de Francia,Francia,"Chilly-Mazarin, Isla de Francia, Francia",48.7026161,2.3123582
Segovia,Castilla y Le�n,Espa�a,"Segovia, Castilla y Le�n, Espa�a",43.3749396,-8.4268123
Oleksandriya,Kirovohrad,Ucrania,"Oleksandriya, Kirovohrad, Ucrania",48.670609,33.1169742
Mataram,Nusatenggara Occidental,Indonesia,"Mataram, Nusatenggara Occidental, Indonesia",-4.13526,104.78386
Jurema,Pernambuco,Brasil,"Jurema, Pernambuco, Brasil",-8.7189103,-36.137365
Hamilton,Ohio,Estados Unidos,"Hamilton, Ohio, Estados Unidos",39.3995067,-84.5613428
Ouidah,Departamento Atl�ntico,Ben�n,"Ouidah, Departamento Atl�ntico, Ben�n",6.36307,2.08506
Diyarbakir,Diyarbakir,Turqu�a,"Diyarbakir, Diyarbakir, Turqu�a",37.8175,40.50972
Elbasan,Elbasan,Albania,"Elbasan, Elbasan, Albania",41.087361,20.074391
Manacapuru,Amazonas,Brasil,"Manacapuru, Amazonas, Brasil",-3.2996768,-60.6213528
Matehuala,San Luis Potos�,M�xico,"Matehuala, San Luis Potos�, M�xico",22.08856,-101.110598
Silivri,Estambul,Turqu�a,"Silivri, Estambul, Turqu�a",41.08022,28.22605
Santa Helena,Mara��n,Brasil,"Santa Helena, Mara��n, Brasil",-2.234585,-45.300981
Barneveld,G�eldres,Pa�ses Bajos,"Barneveld, G�eldres, Pa�ses Bajos",52.138759,5.583104
Bouake,Vall�e du Bandama,Costa de Marfil,"Bouake, Vall�e du Bandama, Costa de Marfil",7.69385,-5.03031
Neu-Ulm,Bavaria,Alemania,"Neu-Ulm, Bavaria, Alemania",48.3953489,10.0005211
Catal�o,Goi�s,Brasil,"Catal�o, Goi�s, Brasil",-7.19856,-48.206737
Salinas,California,Estados Unidos,"Salinas, California, Estados Unidos",36.6744117,-121.655037
Warwick,Rhode Island,Estados Unidos,"Warwick, Rhode Island, Estados Unidos",41.6992717,-71.4586114
Cottage Grove,Minnesota,Estados Unidos,"Cottage Grove, Minnesota, Estados Unidos",44.8277446,-92.9438218
Gy?r,Gy?r,Hungr�a,"Gy?r, Gy?r, Hungr�a",44.87279816104027,6.483060826818946
Sousa,Para�ba,Brasil,"Sousa, Para�ba, Brasil",-1.275938,-48.09586
Clacton-on-Sea,Inglaterra,Reino Unido,"Clacton-on-Sea, Inglaterra, Reino Unido",51.7883997,1.1527865
Boca Raton,Florida,Estados Unidos,"Boca Raton, Florida, Estados Unidos",26.3586885,-80.0830984
Ube,Yamaguchi,Jap�n,"Ube, Yamaguchi, Jap�n",33.94306,131.25111
Revere,Massachusetts,Estados Unidos,"Revere, Massachusetts, Estados Unidos",42.4084302,-71.0119948
Bergerac,Aquitania-Lemos�n-Poitou-Charentes,Francia,"Bergerac, Aquitania-Lemos�n-Poitou-Charentes, Francia",44.851803,0.478252
Palmares,Pernambuco,Brasil,"Palmares, Pernambuco, Brasil",-8.684226,-35.589032
Paramaribo,Paramaribo,Surinam,"Paramaribo, Paramaribo, Surinam",5.8247628,-55.1703941
Guatire,Miranda,Venezuela,"Guatire, Miranda, Venezuela",10.4684588,-66.5431115
Cassil�ndia,Mato Grosso del Sur,Brasil,"Cassil�ndia, Mato Grosso del Sur, Brasil",,
Rochester Hills,Michigan,Estados Unidos,"Rochester Hills, Michigan, Estados Unidos",42.6583661,-83.1499322
Samarra,Saladino,Irak,"Samarra, Saladino, Irak",34.2,43.9
Stockton,California,Estados Unidos,"Stockton, California, Estados Unidos",37.9577016,-121.290779
San Ignacio,Distrito de Cayo,Belice,"San Ignacio, Distrito de Cayo, Belice",,
Fort Portal,Kabarole,Uganda,"Fort Portal, Kabarole, Uganda",0.649543,30.2724657
Guatemala City,Guatemala,Guatemala,"Guatemala City, Guatemala, Guatemala",14.6416142,-90.5132836
Bullhead City,Arizona,Estados Unidos,"Bullhead City, Arizona, Estados Unidos",35.1477774,-114.568298
Tumkur,Karnataka,India,"Tumkur, Karnataka, India",13.3400771,77.1006208
Shuangcheng,Heilongjiang,China,"Shuangcheng, Heilongjiang, China",45.3662519,126.3046846
Tabo�o da Serra,S�o Paulo,Brasil,"Tabo�o da Serra, S�o Paulo, Brasil",,
Leshan,Sichuan,China,"Leshan, Sichuan, China",29.5851296,103.747791
Chatham,Inglaterra,Reino Unido,"Chatham, Inglaterra, Reino Unido",51.3819167,0.526559
Erechim,Rio Grande do Sul,Brasil,"Erechim, Rio Grande do Sul, Brasil",-27.6350709,-52.2738654
Buffalo Grove,Illinois,Estados Unidos,"Buffalo Grove, Illinois, Estados Unidos",42.1544205,-87.9589621
Odivelas,Lisboa,Portugal,"Odivelas, Lisboa, Portugal",38.7904338,-9.1792617
Plaisance-du-Touch,Languedoc-Rosell�n-Mediod�a-Pirineos,Francia,"Plaisance-du-Touch, Languedoc-Rosell�n-Mediod�a-Pirineos, Francia",43.5663421,1.2964539
Woodstock,Illinois,Estados Unidos,"Woodstock, Illinois, Estados Unidos",42.3147529,-88.4474302
Santos,S�o Paulo,Brasil,"Santos, S�o Paulo, Brasil",-23.595966699999998,-46.62058042592861
Pickering,Ontario,Canada,"Pickering, Ontario, Canada",43.835765,-79.090576
Garland,Texas,Estados Unidos,"Garland, Texas, Estados Unidos",32.912624,-96.6388833
Liubliana,Liubliana,Eslovenia,"Liubliana, Liubliana, Eslovenia",46.0500268,14.5069289
Suizhou,Hubei,China,"Suizhou, Hubei, China",31.691143,113.3774967
Citrus Heights,California,Estados Unidos,"Citrus Heights, California, Estados Unidos",38.7071247,-121.2810611
Zielona Gora,Lubusz,Polonia,"Zielona Gora, Lubusz, Polonia",51.9383777,15.5050408
Majadahonda,Madrid,Espa�a,"Majadahonda, Madrid, Espa�a",40.472038,-3.863603
Woodbury,Minnesota,Estados Unidos,"Woodbury, Minnesota, Estados Unidos",44.919896,-92.9339449
Trani,Apulia,Italia,"Trani, Apulia, Italia",41.275088,16.4162585
Hisar,Haryana,India,"Hisar, Haryana, India",29.1562688,75.7292303
Gorzow Wielkopolski,Lubusz,Polonia,"Gorzow Wielkopolski, Lubusz, Polonia",52.7309926,15.2400451
